Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,Ban %,KDA,Parche
Graves,Marksman,JUNGLE,A,50.37,-0.64,48.70%,83.63%,6.52%,5.27%,2.56,12.12
Gwen,Fighter,TOP,B,42.79,-4.4,46.40%,82.37%,3.93%,3.03%,1.64,12.12
Gwen,Fighter,JUNGLE,D,34.88,-2.95,45.98%,12.15%,0.55%,3.03%,2.19,12.12
Hecarim,Fighter,JUNGLE,B,44.89,-2.68,48.03%,97.91%,3.04%,1.34%,2.83,12.12
Heimerdinger,Mage,MID,A,52.45,5.45,55.48%,39.81%,1.33%,1.52%,2.11,12.12
Heimerdinger,Mage,ADC,C,39.2,10.59,55.47%,15.83%,0.42%,1.52%,2.34,12.12
Heimerdinger,Mage,SUPPORT,C,38.55,2.65,52.23%,13.46%,0.36%,1.61%,1.96,12.12
Heimerdinger,Mage,TOP,D,36.9,6.66,50.31%,30.95%,0.97%,1.52%,1.71,12.12
Illaoi,Fighter,TOP,A,50.95,-0.21,50.99%,92.33%,3.64%,5.32%,1.47,12.12
Irelia,Fighter,TOP,S,58.9,-3.92,49.41%,52.81%,5.00%,17.47%,1.64,12.12
Irelia,Fighter,MID,A,51.06,-1.54,49.61%,44.93%,4.26%,17.47%,1.83,12.12
Ivern,Support,JUNGLE,B,47.01,6.74,49.09%,78.92%,1.44%,0.47%,3.43,12.12
Janna,Support,SUPPORT,S,58.18,-7.65,52.48%,98.05%,5.52%,1.85%,3.17,12.12
Jarvan IV,Tank,JUNGLE,A,50.49,2.37,50.66%,87.84%,2.51%,0.26%,3.26,12.12
Jax,Fighter,TOP,S,60.13,-3.37,50.63%,83.05%,5.18%,8.76%,1.7,12.12
Jax,Fighter,JUNGLE,B,43.36,0.18,50.46%,14.75%,0.95%,8.45%,2.21,12.12
Jayce,Fighter,MID,C,38.74,2.44,49.22%,16.47%,0.47%,0.46%,2.16,12.12
Jayce,Fighter,TOP,C,38.49,-3.7,47.18%,82.00%,2.62%,0.46%,1.78,12.12
Jhin,Marksman,ADC,God,82.86,-1.64,51.59%,97.10%,15.88%,4.74%,03.06,12.12
Jinx,Marksman,ADC,A,48.34,-2.26,49.23%,98.27%,8.70%,1.23%,2.24,12.12
Kai'Sa,Marksman,ADC,S,65.07,-0.75,49.53%,96.44%,13.52%,2.04%,2.44,12.12
Kalista,Marksman,ADC,B,44.88,2.74,50.22%,92.02%,6.13%,4.66%,2.37,12.12
Karma,Mage,SUPPORT,A,52.29,-2.91,47.68%,84.12%,7.30%,2.13%,2.67,12.12
Karthus,Mage,JUNGLE,C,40.15,-1.04,47.20%,59.17%,1.88%,2.31%,2.46,12.12
Karthus,Mage,MID,C,38.78,-1.1,49.23%,13.60%,0.42%,2.31%,2.19,12.12
Karthus,Mage,ADC,D,32.13,3.99,52.50%,20.70%,0.75%,2.31%,2.19,12.12
Kassadin,Assassin,MID,S,55.82,1.2,51.37%,96.28%,3.95%,9.43%,2.56,12.12
Katarina,Assassin,MID,S,64.07,1.77,48.61%,93.97%,8.61%,11.04%,2.25,12.12
Kayle,Fighter,TOP,S,65.76,-2.76,51.24%,83.63%,6.11%,4.81%,1.83,12.12
Kayle,Fighter,MID,A,49.27,3.42,53.82%,14.20%,1.09%,4.81%,2.2,12.12
Kayn,Fighter,JUNGLE,God,65.98,7.43,50.64%,96.23%,13.95%,12.02%,2.44,12.12
Kennen,Mage,MID,B,45.96,2.59,52.91%,17.05%,0.29%,0.36%,2.36,12.12
Kennen,Mage,TOP,D,36.91,-1.39,48.69%,76.44%,1.33%,0.41%,2,12.12
Kha'Zix,Assassin,JUNGLE,A,50.46,-0.73,49.55%,97.99%,5.65%,3.91%,2.59,12.12
Kindred,Marksman,JUNGLE,A,49.29,0.2,49.92%,93.44%,5.31%,4.66%,2.27,12.12
Kled,Fighter,TOP,C,40.69,-0.73,49.15%,87.24%,1.43%,0.69%,2.36,12.12
Kog'Maw,Marksman,ADC,C,39.06,-2.71,52.36%,88.60%,3.05%,1.88%,2.25,12.12
LeBlanc,Assassin,MID,B,44.93,-1.97,46.93%,91.88%,2.82%,5.42%,2.84,12.12
Lee Sin,Fighter,JUNGLE,A,52.7,1.14,46.15%,93.51%,10.62%,5.77%,2.67,12.12
Leona,Tank,SUPPORT,B,45.51,-3.94,48.45%,98.20%,4.66%,6.67%,2.29,12.12
Lillia,Fighter,JUNGLE,A,52.42,-1.9,50.61%,67.06%,5.09%,4.76%,2.79,12.12
Lillia,Fighter,TOP,A,51.25,4.94,52.43%,28.77%,2.31%,4.76%,2.16,12.12
Lissandra,Mage,MID,A,50.03,2.74,50.37%,92.12%,3.21%,1.06%,2.44,12.12
Lucian,Marksman,ADC,A,54.79,-12.85,49.69%,88.70%,9.62%,7.87%,2.32,12.12
Lulu,Support,SUPPORT,God,69.6,-2.57,50.30%,96.23%,9.55%,15.01%,03.08,12.12
Lux,Mage,SUPPORT,S,65.82,4.69,50.56%,61.74%,9.41%,8.28%,2.49,12.12
Lux,Mage,MID,S,61.05,-1.27,51.97%,34.37%,4.69%,8.28%,2.96,12.12
Malphite,Tank,TOP,A,50.51,-1.03,50.03%,69.41%,2.96%,2.82%,2.39,12.12
Malphite,Tank,MID,B,44.57,6.5,51.25%,12.11%,0.55%,2.80%,2.55,12.12
Malphite,Tank,SUPPORT,D,23.85,-4.91,43.68%,14.84%,0.70%,2.75%,02.01,12.12
Malzahar,Mage,MID,A,50.64,-0.42,51.57%,90.30%,2.85%,3.52%,2.28,12.12
Maokai,Tank,SUPPORT,C,39.86,1.92,51.27%,74.41%,1.10%,0.13%,2.23,12.12
Maokai,Tank,TOP,D,33.95,5.62,49.12%,19.91%,0.32%,0.13%,2.15,12.12
Master Yi,Assassin,JUNGLE,B,47.92,-1.03,48.06%,91.73%,6.48%,13.08%,1.92,12.12
Miss Fortune,Marksman,ADC,S,64.15,05.08,51.94%,90.69%,11.20%,3.21%,2.36,12.12
Mordekaiser,Fighter,TOP,God,79.55,-0.5,51.90%,78.88%,7.77%,10.74%,1.92,12.12
Mordekaiser,Fighter,JUNGLE,B,45.96,-3.8,51.21%,13.62%,1.34%,10.74%,2.34,12.12
Morgana,Mage,SUPPORT,S,63.48,2.64,50.47%,86.13%,7.21%,22.92%,2.52,12.12
Nami,Support,SUPPORT,God,67.26,-2.85,51.40%,99.41%,9.30%,3.02%,3.23,12.12
Nasus,Fighter,TOP,A,54.25,-0.68,50.76%,78.29%,3.97%,3.19%,1.91,12.12
Nautilus,Tank,SUPPORT,S,59.29,-4.28,48.77%,97.38%,8.34%,14.68%,2.32,12.12
Neeko,Mage,MID,A,48.9,-1.48,51.96%,59.00%,1.93%,0.63%,2.36,12.12
Neeko,Mage,TOP,C,39.7,07.01,52.36%,10.20%,0.27%,0.68%,1.99,12.12
Neeko,Mage,SUPPORT,C,37.67,-3.14,50.84%,21.89%,0.76%,0.68%,2.11,12.12
Nidalee,Assassin,JUNGLE,B,43.2,-1.61,46.64%,88.35%,3.52%,1.79%,2.82,12.12
Nocturne,Assassin,JUNGLE,A,48.64,-0.16,50.75%,92.03%,3.13%,2.11%,2.58,12.12
Nunu,Tank,JUNGLE,A,51.53,2.31,51.53%,88.42%,3.10%,1.04%,2.95,12.12
Olaf,Fighter,TOP,A,52.98,-5.17,52.50%,77.54%,2.99%,4.38%,1.88,12.12
Olaf,Fighter,JUNGLE,C,39.91,-2.11,48.21%,19.44%,0.78%,4.38%,2.38,12.12
Orianna,Mage,MID,B,47.98,-3.14,49.59%,92.06%,2.59%,0.26%,2.69,12.12
Ornn,Tank,TOP,S,64.11,02.08,51.64%,90.68%,5.11%,0.94%,2.38,12.12
Pantheon,Fighter,MID,B,45.29,0.82,50.96%,23.48%,1.33%,1.00%,2.35,12.12
Pantheon,Fighter,TOP,B,43.86,5.31,50.58%,33.29%,1.67%,1.00%,2.18,12.12
Pantheon,Fighter,SUPPORT,D,28.92,-8.55,44.49%,34.92%,2.11%,1.00%,1.94,12.12
Poppy,Tank,JUNGLE,B,46.23,-3.53,49.96%,55.06%,1.95%,1.30%,2.74,12.12
Poppy,Tank,TOP,B,43.25,-0.7,51.15%,35.53%,1.29%,1.30%,2.18,12.12
Pyke,Support,SUPPORT,S,64.37,1.53,49.09%,92.45%,9.42%,17.44%,2.29,12.12
Qiyana,Assassin,MID,B,47.05,3.34,49.45%,65.22%,3.17%,2.76%,2.16,12.12
Qiyana,Assassin,JUNGLE,B,42.72,1.85,48.88%,29.17%,1.42%,2.76%,2.53,12.12
Quinn,Marksman,TOP,B,42.12,04.06,51.30%,79.35%,1.32%,0.74%,1.93,12.12
Rakan,Support,SUPPORT,A,52.55,-3.24,50.70%,98.40%,5.04%,0.35%,2.98,12.12
Rammus,Tank,JUNGLE,S,56.55,4.29,53.89%,93.87%,3.19%,5.88%,03.08,12.12
Rek'Sai,Fighter,JUNGLE,B,44.9,-3.13,49.06%,95.94%,2.72%,2.57%,2.53,12.12
Rell,Tank,SUPPORT,C,39.75,1.15,50.27%,92.69%,1.46%,0.29%,2.42,12.12
Renata Glasc,Support,SUPPORT,God,66.55,-0.21,52.45%,99.03%,8.27%,8.53%,2.87,12.12
Renekton,Fighter,MID,C,41.62,-4.28,50.90%,12.43%,0.43%,1.79%,2.14,12.12
Renekton,Fighter,TOP,C,41.62,-1.99,47.39%,85.14%,3.04%,1.80%,1.85,12.12
Rengar,Assassin,JUNGLE,B,45.79,1.24,48.70%,80.08%,4.14%,6.95%,2.32,12.12
Rengar,Assassin,TOP,C,40.98,13.79,51.46%,16.45%,0.94%,6.95%,1.93,12.12
Riven,Fighter,TOP,A,53.84,-2.2,49.16%,88.88%,4.63%,2.46%,1.92,12.12
Rumble,Fighter,MID,A,48.42,-0.67,52.78%,31.40%,0.75%,0.49%,2.66,12.12
Rumble,Fighter,JUNGLE,C,40.92,0,47.86%,11.41%,0.23%,0.43%,2.93,12.12
Rumble,Fighter,TOP,D,33.98,-2.57,47.31%,54.55%,1.22%,0.49%,02.09,12.12
Ryze,Mage,MID,D,32.07,-4.35,44.20%,78.53%,1.48%,0.13%,02.09,12.12
Ryze,Mage,TOP,D,24.75,1.76,45.81%,18.12%,0.35%,0.14%,1.81,12.12
Samira,Marksman,ADC,S,64.9,1.15,51.01%,96.52%,10.19%,19.96%,2.29,12.12
Sejuani,Tank,JUNGLE,A,53.68,1.96,52.56%,46.77%,2.02%,0.56%,3.39,12.12
Sejuani,Tank,TOP,A,51.04,4.24,52.13%,46.02%,2.04%,0.56%,2.51,12.12
Senna,Marksman,SUPPORT,God,84.85,1.46,51.73%,91.96%,13.34%,19.51%,2.67,12.12
Seraphine,Mage,SUPPORT,S,63.59,11.26,51.59%,56.59%,8.16%,8.78%,2.67,12.12
Seraphine,Mage,ADC,S,55.64,15.91,55.26%,27.05%,3.97%,8.78%,03.05,12.12
Seraphine,Mage,MID,A,53.19,0.41,51.84%,15.99%,2.34%,8.78%,2.91,12.12
Sett,Fighter,TOP,S,60.91,-2.24,49.63%,79.12%,5.90%,4.47%,1.75,12.12
Shaco,Assassin,JUNGLE,A,50.3,04.02,48.79%,81.63%,5.26%,11.87%,2.8,12.12
Shaco,Assassin,SUPPORT,C,37.95,0.93,49.80%,13.62%,0.93%,12.55%,2.46,12.12
Shen,Tank,TOP,S,65,1.14,53.15%,86.00%,3.71%,0.71%,03.09,12.12
Shyvana,Fighter,JUNGLE,A,50.57,-2.29,51.26%,74.76%,3.03%,1.21%,2.86,12.12
Shyvana,Fighter,TOP,C,38.71,-1.7,50.34%,22.69%,0.84%,1.21%,02.08,12.12
Singed,Tank,MID,B,43.06,-12.9,50.70%,20.44%,0.48%,1.08%,2.49,12.12
Singed,Tank,TOP,D,36.27,-11.4,47.91%,64.02%,1.73%,1.08%,1.85,12.12
Sion,Tank,TOP,C,41.06,-1.55,48.64%,77.50%,2.75%,0.61%,1.58,12.12
Sivir,Marksman,ADC,D,35.64,01.06,50.89%,94.82%,2.62%,0.54%,2.45,12.12
Skarner,Fighter,JUNGLE,A,49.98,-1.26,52.56%,74.36%,0.82%,0.19%,2.95,12.12
Skarner,Fighter,TOP,C,41.29,-2.46,52.15%,23.04%,0.24%,0.18%,2.34,12.12
Sona,Support,SUPPORT,A,51.91,0.21,51.84%,95.79%,4.10%,0.37%,2.93,12.12
Soraka,Support,SUPPORT,S,57.16,0.63,51.23%,93.57%,6.41%,3.83%,2.79,12.12
Swain,Mage,MID,S,56.81,3.17,52.98%,35.78%,3.35%,6.56%,2.66,12.12
Swain,Mage,SUPPORT,B,47.52,0.81,50.60%,37.27%,3.80%,6.56%,2.42,12.12
Swain,Mage,TOP,B,45.87,0.73,51.99%,14.19%,1.36%,6.56%,2.2,12.12
Swain,Mage,ADC,C,41.16,5.1,53.89%,12.70%,1.11%,6.56%,2.82,12.12
Sylas,Mage,MID,God,66.85,-0.46,50.96%,85.16%,8.68%,5.67%,2.21,12.12
Syndra,Mage,MID,C,41.38,0.8,47.91%,83.63%,2.17%,0.93%,2.2,12.12
Tahm Kench,Support,TOP,S,54.82,-4.54,51.31%,53.50%,3.02%,3.24%,2.58,12.12
Tahm Kench,Support,ADC,B,46.69,-3.47,55.42%,22.39%,1.13%,3.24%,3.1,12.12
Tahm Kench,Support,SUPPORT,D,35.32,0.95,48.33%,21.79%,1.11%,3.24%,2.43,12.12
Taliyah,Mage,MID,B,44.06,-4.26,49.33%,42.32%,2.06%,5.52%,2.21,12.12
Taliyah,Mage,JUNGLE,C,41.22,-3.57,47.22%,48.13%,2.33%,5.52%,2.5,12.12
Talon,Assassin,JUNGLE,B,46.25,1.4,49.78%,51.77%,2.80%,2.48%,2.52,12.12
Talon,Assassin,MID,B,45.42,-1.13,49.46%,45.05%,2.43%,2.48%,2.27,12.12
Taric,Support,SUPPORT,B,47.35,-4.85,52.52%,81.56%,2.12%,0.36%,2.83,12.12
Teemo,Marksman,TOP,S,60.24,-0.27,51.46%,74.38%,4.68%,7.61%,1.78,12.12
Thresh,Support,SUPPORT,A,50.93,-3.32,47.23%,96.86%,7.30%,2.14%,2.54,12.12
Tristana,Marksman,ADC,B,47.99,0,51.37%,83.51%,6.43%,3.53%,2.34,12.12
Tristana,Marksman,MID,C,41.84,-3.65,50.37%,13.50%,0.83%,3.53%,2.14,12.12
Trundle,Fighter,JUNGLE,A,53.3,-1.21,52.52%,72.02%,3.51%,2.55%,2.81,12.12
Trundle,Fighter,TOP,C,38.02,-3.47,50.49%,23.80%,1.06%,2.55%,1.74,12.12
Tryndamere,Fighter,TOP,A,49.77,-0.17,50.59%,82.68%,3.15%,5.67%,1.85,12.12
Twisted Fate,Mage,MID,B,44.4,0.22,48.43%,89.55%,2.72%,0.23%,2.31,12.12
Twitch,Marksman,ADC,S,63.51,0.32,51.84%,87.10%,10.17%,9.99%,2.47,12.12
Udyr,Fighter,JUNGLE,B,47.74,1.16,50.13%,93.57%,2.62%,1.27%,2.8,12.12
Urgot,Fighter,TOP,B,45.82,-2.77,50.36%,91.19%,2.44%,1.36%,1.97,12.12
Varus,Marksman,MID,D,34.56,-3.38,46.93%,13.73%,0.45%,0.25%,2.17,12.12
Varus,Marksman,ADC,D,27.77,-7.07,47.96%,83.28%,2.72%,0.23%,2.28,12.12
Vayne,Marksman,ADC,A,54.14,-3.34,50.19%,78.59%,8.84%,14.52%,02.09,12.12
Vayne,Marksman,TOP,C,40.83,-0.86,49.30%,18.58%,2.04%,14.52%,1.61,12.12
Veigar,Mage,MID,S,62.35,-4.85,51.39%,74.01%,6.55%,6.43%,2.39,12.12
Veigar,Mage,ADC,D,34.98,-1.96,52.00%,16.66%,1.37%,6.43%,2.47,12.12
Vel'Koz,Mage,MID,A,49.04,1.14,52.19%,37.19%,1.25%,0.64%,2.71,12.12
Vel'Koz,Mage,SUPPORT,B,42.99,-1.45,51.71%,57.13%,1.89%,0.61%,2.26,12.12
Vex,Mage,MID,B,47.24,0.5,49.13%,89.00%,3.04%,4.73%,2.36,12.12
Vi,Fighter,JUNGLE,A,48.16,-1.59,50.59%,92.34%,3.52%,0.88%,2.42,12.12
Viego,Assassin,JUNGLE,S,57.33,-6.41,48.96%,93.72%,10.80%,9.46%,2.4,12.12
Viktor,Mage,MID,God,67.44,2.16,52.52%,94.14%,7.67%,5.29%,2.37,12.12
Vladimir,Mage,MID,A,50.75,-0.64,49.57%,72.28%,3.85%,5.93%,2.39,12.12
Vladimir,Mage,TOP,D,35.61,-2.44,47.82%,25.52%,1.29%,5.93%,02.06,12.12
Volibear,Fighter,JUNGLE,God,65.96,5.83,54.21%,61.70%,8.48%,12.61%,03.03,12.12
Volibear,Fighter,TOP,S,62.9,6.89,50.65%,36.00%,5.39%,12.61%,1.75,12.12
Warwick,Fighter,JUNGLE,A,50.8,0,51.25%,70.82%,4.77%,3.79%,2.27,12.12
Warwick,Fighter,TOP,B,43.48,-4.6,51.84%,25.73%,1.36%,3.79%,1.9,12.12
Wukong,Fighter,JUNGLE,S,63.62,-1.26,52.20%,76.48%,8.20%,22.97%,2.86,12.12
Wukong,Fighter,TOP,A,49.71,0.46,50.96%,19.89%,2.11%,22.97%,2.16,12.12
Xayah,Marksman,ADC,C,38.42,-4.21,49.03%,98.00%,5.24%,0.74%,2.37,12.12
Xerath,Mage,MID,A,53.68,-2.07,51.12%,41.38%,2.51%,3.91%,3.28,12.12
Xerath,Mage,SUPPORT,A,50.03,0.69,52.09%,53.26%,3.50%,3.91%,2.65,12.12
Xin Zhao,Fighter,JUNGLE,B,44.08,-0.11,49.38%,88.39%,2.53%,0.61%,2.3,12.12
Yasuo,Fighter,MID,God,87.53,0.12,49.42%,65.58%,13.30%,25.63%,1.77,12.12
Yasuo,Fighter,TOP,B,47.71,1.25,49.13%,15.21%,2.95%,25.63%,1.5,12.12
Yasuo,Fighter,ADC,D,37.53,3.62,51.03%,17.92%,3.15%,25.63%,1.98,12.12
Yone,Assassin,MID,God,77.57,0.61,51.27%,62.27%,10.90%,17.19%,1.98,12.12
Yone,Assassin,TOP,S,63.97,0.19,49.59%,34.23%,5.78%,17.19%,1.69,12.12
Yorick,Fighter,TOP,A,49.08,1.13,51.68%,93.56%,2.97%,3.13%,1.57,12.12
Yuumi,Support,SUPPORT,God,93.64,-1.25,49.59%,98.67%,12.24%,31.70%,4.35,12.12
Zac,Tank,JUNGLE,S,56.63,-1.84,51.47%,77.35%,4.65%,3.77%,3.57,12.12
Zac,Tank,TOP,B,43.12,-7.78,51.09%,11.76%,0.62%,3.77%,2.69,12.12
Zed,Assassin,MID,God,69.53,1.55,48.63%,72.26%,7.97%,29.39%,2.28,12.12
Zed,Assassin,JUNGLE,C,41.19,-1.27,46.62%,23.21%,2.22%,29.39%,2.52,12.12
Zeri,Marksman,ADC,God,75.13,-15.51,50.38%,83.15%,12.46%,21.05%,2.45,12.12
Zeri,Marksman,MID,C,39.41,0,46.16%,13.08%,1.89%,21.05%,2.31,12.12
Ziggs,Mage,MID,B,42.73,0.44,50.00%,34.15%,0.90%,0.33%,2.44,12.12
Ziggs,Mage,ADC,D,33.05,-2.03,51.37%,56.10%,1.34%,0.32%,2.46,12.12
Zilean,Support,MID,A,53.11,0.42,52.72%,18.12%,0.87%,2.38%,3.56,12.12
Zilean,Support,SUPPORT,B,44.15,-5.03,48.37%,77.82%,3.31%,2.38%,3.1,12.12
Zoe,Mage,MID,B,47.52,-0.73,48.18%,91.45%,3.58%,1.71%,2.52,12.12
Zyra,Mage,SUPPORT,A,51.97,2.58,54.54%,87.62%,3.15%,1.87%,2.29,12.12
Aatrox,Fighter,TOP,God,69.09,0.4,49.54%,92.37%,7.47%,5.81%,1.95,12.13
Ahri,Mage,MID,God,71.47,-1.62,51.08%,94.53%,8.58%,5.88%,2.66,12.13
Akali,Assassin,MID,S,66.02,5.61,48.20%,69.28%,8.45%,12.11%,2.37,12.13
Akali,Assassin,TOP,B,46.97,5.99,47.26%,29.94%,3.44%,12.11%,02.05,12.13
Akshan,Marksman,MID,B,43.54,-5.53,48.29%,58.06%,2.72%,6.43%,2.17,12.13
Akshan,Marksman,TOP,B,42.57,0.05,50.48%,34.08%,1.45%,6.43%,1.97,12.13
Alistar,Tank,SUPPORT,C,41.17,01.03,48.80%,96.58%,2.60%,0.56%,2.44,12.13
Amumu,Tank,JUNGLE,A,52.24,-2.35,52.97%,57.17%,3.40%,1.41%,2.76,12.13
Amumu,Tank,SUPPORT,B,43.19,0.91,51.30%,41.07%,1.91%,1.41%,2.22,12.13
Anivia,Mage,MID,A,47.44,-4.33,49.94%,80.60%,2.41%,2.85%,2.54,12.13
Anivia,Mage,SUPPORT,D,28.95,-0.05,45.98%,13.61%,0.38%,2.90%,2.22,12.13
Annie,Mage,MID,A,47.37,-1.24,51.73%,80.59%,1.58%,0.58%,2.38,12.13
Annie,Mage,SUPPORT,D,28.11,-2.01,46.12%,10.41%,0.20%,0.61%,02.07,12.13
Aphelios,Marksman,ADC,D,35.21,5.88,47.35%,96.76%,4.83%,0.62%,02.04,12.13
Ashe,Marksman,SUPPORT,A,53.07,0.19,49.59%,47.52%,6.18%,3.80%,2.45,12.13
Ashe,Marksman,ADC,B,47.28,-3.76,50.09%,49.46%,6.43%,3.80%,2.46,12.13
Aurelion Sol,Mage,MID,C,40.52,-0.43,49.24%,88.00%,0.83%,0.30%,2.48,12.13
Azir,Mage,MID,A,47.63,-1.15,48.46%,90.17%,3.85%,1.93%,2.24,12.13
Bard,Support,SUPPORT,A,49.98,0.07,50.84%,96.36%,3.51%,0.59%,03.07,12.13
Bel'Veth,Fighter,JUNGLE,God,88.76,-5.23,51.38%,95.40%,7.65%,45.27%,2.38,12.13
Blitzcrank,Tank,SUPPORT,S,57.5,0.51,50.39%,98.18%,6.47%,12.84%,2.47,12.13
Brand,Mage,SUPPORT,B,42.5,-2.5,49.50%,70.22%,3.22%,4.46%,1.87,12.13
Brand,Mage,MID,B,42.03,4.32,51.16%,19.10%,0.86%,4.89%,1.99,12.13
Braum,Support,SUPPORT,C,38.07,-2.14,47.36%,98.04%,1.99%,0.26%,2.78,12.13
Caitlyn,Marksman,ADC,A,48.6,-3.03,48.87%,95.92%,8.66%,5.34%,2.22,12.13
Camille,Fighter,TOP,S,59.5,1.21,50.62%,94.79%,5.03%,2.81%,02.03,12.13
Cassiopeia,Mage,MID,A,47.51,-0.76,51.48%,77.00%,2.09%,1.68%,2.18,12.13
Cassiopeia,Mage,TOP,C,38.38,01.05,51.20%,13.52%,0.39%,1.70%,1.88,12.13
Cho'Gath,Tank,TOP,B,44.38,-2.34,50.01%,66.70%,2.02%,0.72%,02.07,12.13
Cho'Gath,Tank,MID,B,42.87,03.03,51.45%,17.14%,0.43%,0.77%,2.33,12.13
Corki,Marksman,MID,C,41.74,-8.34,47.95%,93.26%,2.46%,0.44%,2.22,12.13
Darius,Fighter,TOP,God,92.45,0.26,50.95%,93.29%,9.54%,23.89%,1.89,12.13
Diana,Fighter,JUNGLE,God,92.25,29.44,52.41%,87.60%,11.82%,14.65%,2.6,12.13
Diana,Fighter,MID,B,46.26,0.52,51.47%,11.62%,1.53%,14.69%,2.16,12.13
Dr. Mundo,Marksman,TOP,A,51.5,3.95,51.78%,85.35%,2.54%,1.55%,2.23,12.13
Draven,Fighter,ADC,A,53.94,2.93,50.93%,94.10%,8.10%,16.71%,2.14,12.13
Ekko,Assassin,JUNGLE,S,56.33,4.62,50.58%,64.31%,5.69%,2.52%,2.76,12.13
Ekko,Assassin,MID,B,46.72,1.5,49.41%,32.88%,2.90%,2.52%,2.31,12.13
Elise,Mage,JUNGLE,C,38.88,-6.16,49.11%,89.22%,2.37%,0.79%,2.72,12.13
Evelynn,Assassin,JUNGLE,B,45.2,0.81,47.74%,98.38%,4.32%,4.94%,2.87,12.13
Ezreal,Marksman,ADC,S,65.07,-24.86,48.44%,94.59%,16.27%,4.01%,2.42,12.13
Fiddlesticks,Mage,JUNGLE,S,63.46,18.98,52.94%,86.00%,5.82%,4.16%,2.89,12.13
Fiora,Fighter,TOP,S,67.63,-7.14,50.40%,97.19%,6.03%,17.43%,1.77,12.13
Fizz,Assassin,MID,B,45.8,-2.23,48.92%,92.52%,2.69%,3.98%,2.42,12.13
Galio,Tank,MID,A,48.66,3.62,50.56%,78.08%,2.28%,0.41%,2.65,12.13
Galio,Tank,SUPPORT,D,34.22,3.56,48.33%,17.76%,0.54%,0.43%,2.33,12.13
Gangplank,Fighter,TOP,God,73.52,-0.86,48.86%,80.92%,7.94%,11.87%,02.07,12.13
Gangplank,Fighter,MID,B,43.07,-0.3,48.96%,19.51%,2.00%,11.62%,2.21,12.13
Garen,Fighter,TOP,S,65.39,-1.13,50.99%,84.76%,6.09%,2.84%,02.07,12.13
Gnar,Fighter,TOP,God,68.05,10.24,50.00%,97.56%,7.21%,2.27%,02.01,12.13
Gragas,Fighter,TOP,B,47.19,2.36,48.79%,54.00%,3.09%,0.70%,2.15,12.13
Gragas,Fighter,MID,B,44.01,-1.82,50.62%,16.41%,0.90%,0.70%,2.58,12.13
Gragas,Fighter,JUNGLE,D,34.34,-11.52,48.94%,20.36%,1.08%,0.70%,2.91,12.13
Graves,Marksman,JUNGLE,A,52.12,1.75,48.98%,85.84%,5.72%,3.33%,2.6,12.13
Gwen,Fighter,TOP,S,60.41,17.62,50.21%,87.34%,5.71%,3.37%,1.79,12.13
Hecarim,Fighter,JUNGLE,B,43.08,-1.81,49.00%,98.13%,3.20%,1.17%,2.91,12.13
Heimerdinger,Mage,MID,A,49.83,-2.62,54.17%,41.83%,1.37%,1.75%,02.04,12.13
Heimerdinger,Mage,ADC,B,45.11,5.92,56.05%,16.57%,0.37%,1.64%,2.3,12.13
Heimerdinger,Mage,SUPPORT,C,40.13,1.58,52.41%,13.46%,0.35%,1.75%,2,12.13
Heimerdinger,Mage,TOP,C,40.07,3.17,51.20%,30.75%,0.99%,1.75%,1.71,12.13
Illaoi,Fighter,TOP,A,55.26,4.31,53.07%,92.51%,3.53%,5.83%,1.51,12.13
Irelia,Fighter,TOP,S,57.1,-1.8,48.99%,54.23%,5.00%,16.07%,1.62,12.13
Irelia,Fighter,MID,A,50.44,-0.63,49.51%,44.10%,4.13%,16.07%,1.79,12.13
Ivern,Support,JUNGLE,C,38.6,-8.41,49.62%,78.32%,1.08%,0.38%,3.38,12.13
Ivern,Support,SUPPORT,D,28.45,0,45.07%,10.91%,0.14%,0.38%,2.71,12.13
Janna,Support,SUPPORT,S,58.43,0.25,52.06%,98.39%,5.48%,1.54%,3.22,12.13
Jarvan IV,Tank,JUNGLE,B,42.48,-8.01,49.79%,89.36%,2.11%,0.19%,3.27,12.13
Jax,Fighter,TOP,S,61.8,1.66,50.62%,83.99%,5.59%,8.61%,1.71,12.13
Jax,Fighter,JUNGLE,D,32.14,-11.22,49.87%,14.18%,0.99%,8.24%,2.17,12.13
Jayce,Fighter,MID,B,43.5,4.76,52.14%,17.00%,0.41%,0.37%,2.21,12.13
Jayce,Fighter,TOP,B,42.66,4.18,49.59%,81.50%,2.23%,0.36%,1.79,12.13
Jhin,Marksman,ADC,S,65.75,-17.11,50.66%,96.58%,12.72%,3.69%,03.04,12.13
Jinx,Marksman,ADC,A,49.65,1.31,50.36%,98.14%,8.07%,0.91%,2.27,12.13
Kai'Sa,Marksman,ADC,S,63.13,-1.94,49.21%,95.36%,14.97%,1.70%,2.42,12.13
Kalista,Marksman,ADC,B,46.15,1.27,49.78%,92.36%,6.11%,6.33%,2.37,12.13
Karma,Mage,SUPPORT,A,51.64,-0.65,47.41%,84.91%,6.94%,1.45%,2.71,12.13
Karthus,Mage,MID,C,40.5,1.71,50.38%,12.82%,0.42%,1.98%,2.29,12.13
Karthus,Mage,ADC,C,37.14,05.01,51.66%,18.16%,0.73%,2.34%,2.32,12.13
